anio,cat,siaf_id,pia,pim,devengado
2021,inversion,301070,758575,1666070,1476085
2021,inversion,301071,3563863,4892472,4236372
2021,inversion,301072,3074958,5877047,1218768
2021,inversion,301073,185731,408525,330529
2021,inversion,301074,688472,1358985,691665
2021,inversion,301075,160897,384434,289402
2021,inversion,301076,145030,925165,830645
2021,inversion,301077,3442984,5561621,4928117
2021,inversion,301078,3759280,6579674,5554434
2021,inversion,301079,843973,1853032,1821814
2021,inversion,301080,157711,583100,448084
2021,inversion,301081,239946,911884,651409
2021,inversion,301082,4625074,5816395,5428634
2021,inversion,301083,185200,427196,323268
2021,inversion,301084,197443,1333245,1166612
2021,inversion,301085,3867039,7918900,6432927
2021,inversion,301086,7886365,13649145,12545907
2021,inversion,301087,249101,1261891,741282
2021,inversion,301088,560679,796395,675313
2021,inversion,301089,757112,7344285,6172514
2021,inversion,301090,15359009,32805395,16826008
2021,inversion,301091,1393828,5167650,2436165
2021,inversion,301092,1227846,3968124,2265877
2021,inversion,301093,7725944,28052255,20076975
2021,inversion,301094,951518,3340925,1703480
2021,inversion,301095,16494505,38968402,25031414
2021,inversion,301096,2832465,20484058,6167569
2021,inversion,301097,11957263,43935421,19999636
2021,inversion,301868,743309,2541088,1755047
2021,inversion,301098,2029811,8870583,8281914
2021,inversion,301099,798612,3294680,2050446
2021,inversion,301100,3784719,4483017,3763750
2021,inversion,301101,966465,6620779,3646426
2021,inversion,301102,1549387,6483645,4374811
2021,inversion,301103,644224,1833027,1586248
2021,inversion,301104,2883729,3191275,2713592
2021,inversion,301105,319204,1566476,1082658
2021,inversion,301106,713505,1576409,1099676
2021,inversion,301108,2489948,15307840,6220682
2021,inversion,301109,344395,1230373,837413
2021,inversion,301110,914280,2045936,1622659
2021,inversion,301111,735982,2721235,792601
2021,inversion,301112,2044671,18096574,11343368
2021,inversion,301113,570885,2539907,1196127
2021,inversion,301114,1663418,7212938,3562691
2021,inversion,301115,998822,3563651,2368510
2021,inversion,301116,567863,2740275,966746
2021,inversion,301117,5020538,9021470,5551482
2021,inversion,301118,2916392,13186700,5492447
2021,inversion,301119,1607993,3388134,2288815
2021,inversion,301120,346482,1174593,867971
2021,inversion,301121,141446,1711953,642821
2021,inversion,301122,6770734,16746893,4678778
2021,inversion,301123,994545,2240134,2086390
2021,inversion,301124,540898,1660716,681241
2021,inversion,301125,357043,2333612,1928109
2021,inversion,301126,6334862,7144726,7038856
2021,inversion,301127,26959707,90157220,66090800
2021,inversion,301128,9837640,39648105,24525100
2021,inversion,301129,1336048,22479983,6878776
2021,inversion,301130,12950516,63978867,43420616
2021,inversion,301131,13057650,44192947,28996495
2021,inversion,301132,3805171,34620717,25274974
2021,inversion,301133,2416581,15281594,11187097
2021,inversion,301134,525682,8550555,5994532
2021,inversion,301135,2213927,6409115,4950792
2021,inversion,301136,662323,8008716,5936579
2021,inversion,301137,2918846,14850615,8101668
2021,inversion,301140,16683029,43923502,40146752
2021,inversion,301141,9955331,34622425,33180434
2021,inversion,301142,624568,12806037,8497842
2021,inversion,301143,5122145,5369460,3731833
2021,inversion,301144,2880149,24719837,15604598
2021,inversion,301145,2442964,10743544,7458697
2021,inversion,301146,1335151,36930155,28121551
2021,inversion,301147,7808225,28420970,27358846
2021,inversion,301148,410152,8710798,7366318
2021,inversion,301149,401964,877087,79066
2021,inversion,301150,1631258,3438521,2529922
2021,inversion,301151,200926,1301654,977307
2021,inversion,301152,75596,712251,75310
2021,inversion,301153,129157,200634,8000
2021,inversion,301154,5625334,38510549,22252616
2021,inversion,301155,6119800,29473801,27694019
2021,inversion,301156,765926,11260379,6576337
2021,inversion,301157,3520254,31159135,15763445
2021,inversion,301158,1546399,6917153,3406004
2021,inversion,301159,426129,8811145,6759496
2021,inversion,301160,6835630,10240844,6585240
2021,inversion,301161,6143085,47483046,25640724
2021,inversion,301162,5236428,13341498,6503075
2021,inversion,301163,1634194,16941485,7753801
2021,inversion,301164,278312,8914015,4221436
2021,inversion,301165,84108,1877781,1693520
2021,inversion,301166,3824167,7392510,5730310
2021,inversion,301167,2957157,7350789,5658881
2021,inversion,301168,2482375,14278112,13209193
2021,inversion,301169,3369023,15201193,11269738
2021,inversion,301170,12191507,21225400,18962787
2021,inversion,301171,3500916,7913092,3458106
2021,inversion,301172,19521524,28481077,24643706
2021,inversion,301173,270465,645907,624615
2021,inversion,301174,1071163,18976297,9839870
2021,inversion,301175,15030904,30753555,22854260
2021,inversion,301176,8860086,37118749,26635953
2021,inversion,301177,1592498,3786957,1987650
2021,inversion,301178,10069870,30896303,24703130
2021,inversion,301179,4412185,9946991,4400819
2021,inversion,301180,718904,3536546,2494639
2021,inversion,301181,1834161,4602021,2365993
2021,inversion,301182,2709228,6325259,2194863
2021,inversion,301183,14345724,43993793,29611777
2021,inversion,301184,12688115,36354497,17912248
2021,inversion,301185,4665060,14329923,10904334
2021,inversion,301186,802780,1849931,1837740
2021,inversion,301187,791673,2308962,1921962
2021,inversion,301188,1044407,1872859,1680698
2021,inversion,301189,74679369,248999085,72914821
2021,inversion,301190,4535311,26175797,17246103
2021,inversion,301191,1882223,6841652,3846725
2021,inversion,301192,7115383,21936549,18285102
2021,inversion,301193,10469191,32319370,25205438
2021,inversion,301194,5637770,23330740,16049478
2021,inversion,301195,3140981,14355842,8120821
2021,inversion,301196,12172176,22244253,12270591
2021,inversion,301197,10545511,50086373,38787586
2021,inversion,301198,2028755,5406276,4649983
2021,inversion,301199,630589,13821233,12744300
2021,inversion,301200,295902,888660,405881
2021,inversion,301201,9295481,10621751,8608539
2021,inversion,301202,2434805,9310668,7209594
2021,inversion,301203,286925,1279498,374181
2021,inversion,301204,439225,2291096,1788896
2021,inversion,301205,16187959,51606114,29188532
2021,inversion,301206,4011578,6074797,3133754
2021,inversion,301207,359816,973267,328967
2021,inversion,301208,1287955,16062156,8216669
2021,inversion,301209,55389915,110942013,71883701
2021,inversion,301210,26936079,63480717,44020540
2021,inversion,301211,922134,4856880,2054180
2021,inversion,301212,24881903,105380929,35954451
2021,inversion,301213,332883,12468092,10006503
2021,inversion,301214,400000,7289160,6217053
2021,inversion,301215,160617,1744377,1068109
2021,inversion,301216,3875630,49515788,13116699
2021,inversion,301217,4425317,11081505,5770043
2021,inversion,301218,5616499,7150324,6774866
2021,inversion,301219,4351770,8993266,7837106
2021,inversion,301220,1331297,5911060,4884150
2021,inversion,301221,2982124,7345982,6314025
2021,inversion,301222,239583,386557,381337
2021,inversion,301223,7267895,25805529,12473729
2021,inversion,301224,207766,4353545,1628258
2021,inversion,301225,4652191,7052638,6500008
2021,inversion,301226,521852,7564804,5565456
2021,inversion,301227,1649380,14821943,12070429
2021,inversion,301228,473688,9715661,7774070
2021,inversion,301229,6124776,9863033,9250674
2021,inversion,301230,238358,2277871,857483
2021,inversion,301231,4866843,11149694,6743648
2021,inversion,301232,2908387,20289743,13706965
2021,inversion,301233,8366525,52808596,40148476
2021,inversion,301234,8781289,52991527,36581241
2021,inversion,301235,205334,3322338,2851740
2021,inversion,301236,7029138,15284351,10967352
2021,inversion,301237,1285029,3162595,3006116
2021,inversion,301238,7227123,50628153,33011774
2021,inversion,301239,5437804,7612754,664748
2021,inversion,301240,867014,4506424,3712186
2021,inversion,301241,1539307,17813551,14663128
2021,inversion,301242,1484750,16888993,11672124
2021,inversion,301243,20758292,46936292,31603626
2021,inversion,301244,8340462,25421434,15296780
2021,inversion,301245,16144424,51188996,29073328
2021,inversion,301246,758140,15287465,5704161
2021,inversion,301247,2999840,5092627,3091086
2021,inversion,301248,2972493,7301134,3211389
2021,inversion,301249,772544,23490323,13770054
2021,inversion,301250,447498953,699941978,565361444
2021,inversion,301251,5459375,11888836,10230014
2021,inversion,301252,36011203,83360877,52052305
2021,inversion,301253,850000,4796492,3078561
2021,inversion,301254,6175003,11509717,2508354
2021,inversion,301255,21552525,38887806,37064303
2021,inversion,301256,1558788,4907844,2989070
2021,inversion,301257,23463657,53806190,25111363
2021,inversion,301258,4269986,26225409,13480553
2021,inversion,301259,5516836,22433792,20161299
2021,inversion,301260,15196748,16750649,9558542
2021,inversion,301261,7173872,22548309,7696044
2021,inversion,301262,4025079,7839663,2457427
2021,inversion,301263,8493255,24001949,22990270
2021,inversion,301264,5023085,13351839,6135059
2021,inversion,301265,5200000,14633754,7766992
2021,inversion,301266,4974081,10262766,8353680
2021,inversion,301267,24462808,60179635,41181118
2021,inversion,301268,8615419,9366148,3735570
2021,inversion,301269,5628070,14194258,11407076
2021,inversion,301270,1806597,7478099,5682363
2021,inversion,301271,29937960,34543838,24503479
2021,inversion,301272,3166412,14151597,11719202
2021,inversion,301273,1482613,6216547,5071555
2021,inversion,301274,14417934,63972883,40604599
2021,inversion,301275,2506452,5006154,3601868
2021,inversion,301276,2326453,4850884,1340702
2021,inversion,301277,4884871,15411556,5720479
2021,inversion,301278,1210344,3189879,2037361
2021,inversion,301279,11444460,20314281,13825546
2021,inversion,301280,47835788,83525231,48364763
2021,inversion,301281,19277532,60452843,16003344
2021,inversion,301282,11269107,17323738,5467905
2021,inversion,301283,1189630,4136529,2475576
2021,inversion,301284,21611798,34240577,25652249
2021,inversion,301285,7064689,19541802,8558345
2021,inversion,301286,4100128,14207999,9333528
2021,inversion,301287,663531,1075676,855466
2021,inversion,301288,1863102,5176301,4485152
2021,inversion,301289,15022195,38115659,11007923
2021,inversion,301290,3139943,8552445,5231073
2021,inversion,301291,26132823,100582594,69145206
2021,inversion,301292,31342958,73230126,44355955
2021,inversion,301294,4785449,18208471,11927124
2021,inversion,301295,1079858,9904442,8973034
2021,inversion,301296,1396189,7133482,4546993
2021,inversion,301297,1902542,10251265,2952020
2021,inversion,301298,1156650,2060293,1680660
2021,inversion,301299,458522,7067263,3438726
2021,inversion,301300,224678,1366484,1122277
2021,inversion,301301,369751,1689050,746715
2021,inversion,301302,3907753,4901331,4774481
2021,inversion,301303,244750,558500,292468
2021,inversion,301304,1031685,2173949,1313449
2021,inversion,301305,179889,4930717,1944385
2021,inversion,301306,255926,773926,715744
2021,inversion,301307,237487,423460,354260
2021,inversion,301308,618987,1874276,1709684
2021,inversion,301309,205798,830136,727477
2021,inversion,301310,1064308,10745514,1780053
2021,inversion,301311,11238796,37480402,25309620
2021,inversion,301312,8390062,20161449,9823574
2021,inversion,301313,558931,3256278,2776096
2021,inversion,301314,1949984,5022776,4853422
2021,inversion,301315,25604833,28764990,6709547
2021,inversion,301316,352604,1224535,364857
2021,inversion,301317,1892563,9994814,6301233
2021,inversion,301318,328756,6713682,2705352
2021,inversion,301319,7224919,23666764,15806633
2021,inversion,301320,2450274,14706273,9721636
2021,inversion,301321,4436743,15104187,11367652
2021,inversion,301322,1786142,7802233,5544489
2021,inversion,301323,1050144,7360209,4035446
2021,inversion,301324,1241710,7256935,4908233
2021,inversion,301325,7118577,11430381,9471008
2021,inversion,301326,343572,5431889,1925351
2021,inversion,301327,26210607,102320582,11513004
2021,inversion,301328,146119,1201983,656725
2021,inversion,301329,160000,1610921,1268915
2021,inversion,301330,2394274,4780488,3730397
2021,inversion,301331,3656237,20495824,16756008
2021,inversion,301332,2928686,11578410,7469940
2021,inversion,301333,113580,2618340,2012976
2021,inversion,301334,405740,6628587,3256222
2021,inversion,301335,170628,876134,524361
2021,inversion,301336,695192,3765702,3045895
2021,inversion,301337,327723,5834442,2238434
2021,inversion,301338,133766,1127086,934036
2021,inversion,301339,12322647,44466641,40304170
2021,inversion,301340,925165,2726386,2632521
2021,inversion,301341,869574,3899131,3622415
2021,inversion,301342,332147,3510787,1400553
2021,inversion,301343,2448590,4232356,1624222
2021,inversion,301344,138676,905547,905541
2021,inversion,301345,2078565,4652912,3404928
2021,inversion,301346,568624,1419219,1103885
2021,inversion,301347,339750,1753380,1712355
2021,inversion,301348,272285,636465,599588
2021,inversion,301349,285786,736594,545669
2021,inversion,301350,3848333,4267368,4021270
2021,inversion,301351,523836,4558596,1851981
2021,inversion,301352,174200,1511690,1319353
2021,inversion,301353,367851,8863837,5222951
2021,inversion,301354,10407509,20912803,17265377
2021,inversion,301355,1816160,7893545,6693186
2021,inversion,301356,357661,2379333,2292628
2021,inversion,301357,350000,1019602,614313
2021,inversion,301358,145400,2045822,1463972
2021,inversion,301359,507229,1820339,1123464
2021,inversion,301360,1614645,5765251,4428429
2021,inversion,301361,454800,1164401,1132696
2021,inversion,301362,644704,7944491,7534190
2021,inversion,301363,171435,788527,687010
2021,inversion,301364,2155093,4002573,3881089
2021,inversion,301365,6532956,6895142,5518173
2021,inversion,301366,2397458,14872421,12068028
2021,inversion,301367,160174,1246335,1245732
2021,inversion,301368,1512131,5367647,5244124
2021,inversion,301369,2912613,9251417,2982791
2021,inversion,301370,540876,3139211,2245156
2021,inversion,301371,52342006,57414971,3931658
2021,inversion,301372,660951,4314941,2483628
2021,inversion,301373,686282,1787095,1436150
2021,inversion,301374,684500,1153478,673403
2021,inversion,301375,1779020,5023507,3320621
2021,inversion,301376,2850201,9485334,7563528
2021,inversion,301377,2389730,4856397,4536904
2021,inversion,301378,838987,5907403,5635780
2021,inversion,301379,363062,1098244,892700
2021,inversion,301380,2565585,7754965,3839578
2021,inversion,301381,2268000,8984716,3693835
2021,inversion,301382,5174848,9689894,7825098
2021,inversion,301383,2832812,6750370,3182441
2021,inversion,301384,183078,970684,644216
2021,inversion,301385,146069,522211,510176
2021,inversion,301386,518926,9325110,7578470
2021,inversion,301387,204981,2683764,2464357
2021,inversion,301388,461652,3627897,899419
2021,inversion,301389,3012414,27447940,19154616
2021,inversion,301390,1644021,4133071,1178698
2021,inversion,301391,13358585,13802093,12915084
2021,inversion,301392,108050,338330,255410
2021,inversion,301393,227497,708600,602836
2021,inversion,301394,354366,2152910,1495244
2021,inversion,301395,145489,2504499,2210787
2021,inversion,301396,570438,1852617,1480741
2021,inversion,301397,900192,3002332,2488386
2021,inversion,301398,90635,221365,213468
2021,inversion,301399,634728,1694481,803520
2021,inversion,301400,187876,573544,264841
2021,inversion,301401,147822,315186,274431
2021,inversion,301402,447587,885579,527104
2021,inversion,301403,302519,1044383,1001830
2021,inversion,301404,787341,5644610,4521139
2021,inversion,301405,174042,1351831,964453
2021,inversion,301406,1500000,1597231,1428822
2021,inversion,301407,374660,1527716,954531
2021,inversion,301408,379908,1194316,882295
2021,inversion,301409,918246,2942905,2296335
2021,inversion,301410,169949,593727,471549
2021,inversion,301411,348349,1944885,1552091
2021,inversion,301412,354604,1111027,419007
2021,inversion,301413,83374,4603509,1517113
2021,inversion,301414,109766,309411,269487
2021,inversion,301415,230456,270351,120187
2021,inversion,301416,304743,554190,517479
2021,inversion,301417,384472,1437216,647420
2021,inversion,301418,1250103,2185893,1789311
2021,inversion,301419,435957,1156962,927967
2021,inversion,301420,833353,2746984,2202915
2021,inversion,301421,174000,346833,327304
2021,inversion,301422,49917375,59211818,30668468
2021,inversion,301423,780074,1748445,487823
2021,inversion,301424,1320419,4773733,4250768
2021,inversion,301425,985148,1383823,1010820
2021,inversion,301426,904247,1605293,975741
2021,inversion,301427,1477182,2654183,2035651
2021,inversion,301428,1281236,5414813,4437712
2021,inversion,301429,2734943,4005448,1829560
2021,inversion,301431,856349,1271360,1165376
2021,inversion,301432,6062053,15007080,10163813
2021,inversion,301433,16158763,24233664,19181585
2021,inversion,301434,13473844,53566932,46140653
2021,inversion,301435,2137347,6827238,5887121
2021,inversion,301438,807088,1251868,1099460
2021,inversion,301439,1273538,7579948,7154280
2021,inversion,301443,781723,6464381,3906237
2021,inversion,301444,4753713,5964179,2412646
2021,inversion,301445,62576989,65211380,41410591
2021,inversion,301446,5221210,8200876,6842605
2021,inversion,301447,9222995,11616489,11183407
2021,inversion,301448,14746088,39900450,15879104
2021,inversion,301449,1293837,5771142,5069990
2021,inversion,301450,3443327,15211209,6884999
2021,inversion,301451,7913425,11602835,3025770
2021,inversion,301452,2007173,4504465,3734181
2021,inversion,301453,2653734,6240708,3555972
2021,inversion,301454,3251235,5848141,4463175
2021,inversion,301455,447000,1407578,1213761
2021,inversion,301456,322288,1993996,1734249
2021,inversion,301457,858353,1402287,960555
2021,inversion,301458,1009434,3039768,2121465
2021,inversion,301459,412564,3969010,2386613
2021,inversion,301460,236000,2220429,1881003
2021,inversion,301461,8717363,10301772,9984959
2021,inversion,301462,380795,1330633,1106917
2021,inversion,301463,345531,766393,627082
2021,inversion,301464,536644,542244,364455
2021,inversion,301465,9538600,15740258,12846822
2021,inversion,301466,14366420,15226398,10056143
2021,inversion,301467,1346457,1831449,1019789
2021,inversion,301468,629781,1931107,1497509
2021,inversion,301469,2013102,3048229,2390203
2021,inversion,301470,717873,2156338,671867
2021,inversion,301436,13288138,27972261,18352993
2021,inversion,301437,1061796,4446511,3481515
2021,inversion,301440,1254960,2019773,760693
2021,inversion,301441,1480272,4323979,3925106
2021,inversion,301442,7585112,12062464,10290973
2021,inversion,301842,2146118,4434616,3639808
2021,inversion,301854,364190,5659344,5509915
2021,inversion,301856,50087,578306,73352
2021,inversion,301855,5163521,5962046,5863937
2021,inversion,301857,84004,253657,208760
2021,inversion,301471,7140259,33388415,29064791
2021,inversion,301472,5899101,15608673,8699461
2021,inversion,301473,325115,11770944,2439751
2021,inversion,301474,4868330,6984166,2201603
2021,inversion,301475,1059507,3135357,2832879
2021,inversion,301476,305244,429389,210394
2021,inversion,301477,1462124,5483299,4220205
2021,inversion,301836,2213167,5730114,2903759
2021,inversion,301478,5295114,9243339,7178763
2021,inversion,301479,4605798,4971484,4738601
2021,inversion,301480,925146,1092026,731512
2021,inversion,301481,68701369,147701385,86770257
2021,inversion,301482,3157239,8033753,6032031
2021,inversion,301483,975064,2720517,1953121
2021,inversion,301484,9229567,24270268,10041882
2021,inversion,301485,1939701,7379644,5939029
2021,inversion,301486,24117698,58845046,49894867
2021,inversion,301487,21690715,46652079,15578198
2021,inversion,301488,784784,4871202,2972236
2021,inversion,301489,225762,1640917,1270475
2021,inversion,301490,2021008,11194944,8573714
2021,inversion,301491,1520334,6024334,4621221
2021,inversion,301492,417614,1405674,1194455
2021,inversion,301493,348171,1059057,843344
2021,inversion,301494,1021382,5163509,3817298
2021,inversion,301495,193801,533478,517646
2021,inversion,301496,581493,6559538,4772298
2021,inversion,301497,436737,2966323,2062568
2021,inversion,301498,21078817,58053510,33972520
2021,inversion,301499,8955125,30295678,6704270
2021,inversion,301500,742171,2393051,1574887
2021,inversion,301501,5433399,14768389,8554826
2021,inversion,301502,982094,1707327,1486464
2021,inversion,301503,978131,2204644,1189586
2021,inversion,301504,5770821,17268050,10970295
2021,inversion,301505,1001984,2316071,1568626
2021,inversion,301506,485624,1291194,891101
2021,inversion,301507,26139504,31546063,20965518
2021,inversion,301508,1790630,2822474,1863187
2021,inversion,301509,2774406,11936865,5842258
2021,inversion,301510,841230,7523562,4068920
2021,inversion,301511,1534822,3166613,1775724
2021,inversion,301512,705402,1733088,733763
2021,inversion,301513,6531814,9967090,9343625
2021,inversion,301514,3559739,8912890,5946970
2021,inversion,301515,324768,1232257,805263
2021,inversion,301516,457829,933729,398498
2021,inversion,301517,402066,596895,344875
2021,inversion,301518,379462,1948506,1652404
2021,inversion,301519,6261587,13952647,8956619
2021,inversion,301520,263380,985383,418809
2021,inversion,301521,197000,2297214,2042987
2021,inversion,301522,6397304,15330726,12588298
2021,inversion,301523,1628421,5929006,5061168
2021,inversion,301524,2058031,3192940,2456118
2021,inversion,301525,1581417,7611004,2127197
2021,inversion,301526,675532,1410338,1169303
2021,inversion,301527,5753834,33730870,7028004
2021,inversion,301528,1175017,7006981,5131589
2021,inversion,301847,1980430,14698152,7628527
2021,inversion,301529,9365180,143938439,94578543
2021,inversion,301530,8796299,88162093,55882762
2021,inversion,301531,2272260,11699941,4926480
2021,inversion,301532,4869860,28216431,24979068
2021,inversion,301533,8826507,14808871,12349489
2021,inversion,301534,14970117,56004079,43628686
2021,inversion,301535,2293414,19605210,12675199
2021,inversion,301536,11270667,53386670,35020126
2021,inversion,301537,23939416,131025714,66145078
2021,inversion,301849,29736382,80018493,49125478
2021,inversion,301538,14976113,79506568,34489135
2021,inversion,301539,9047575,53732714,23056379
2021,inversion,301540,519347,2287166,1221449
2021,inversion,301541,1177625,3521647,2597342
2021,inversion,301542,3794475,16672707,13640028
2021,inversion,301543,4191136,21116725,9217746
2021,inversion,301544,1216837,17894064,5537691
2021,inversion,301545,18907775,37221145,22859321
2021,inversion,301546,420092,2798378,2563878
2021,inversion,301547,1851280,15871907,5620731
2021,inversion,301548,6974640,40556234,22116695
2021,inversion,301549,23413186,43776621,34731680
2021,inversion,301550,15461801,45015358,29560889
2021,inversion,301551,19333404,98559672,67788634
2021,inversion,301552,705774,2021926,1646335
2021,inversion,301553,1193425,23071881,19763187
2021,inversion,301554,1460506,3940160,3490852
2021,inversion,301555,11763666,42381933,34688292
2021,inversion,301556,14624352,99360813,73192290
2021,inversion,301557,5347888,14537192,12974722
2021,inversion,301558,2322309,55151153,29107079
2021,inversion,301559,1370713,6679958,3374653
2021,inversion,301560,1558692,6523420,5261161
2021,inversion,301561,6242460,7856055,4077829
2021,inversion,301562,636524,1591473,1066925
2021,inversion,301563,362380,12623089,9793055
2021,inversion,301564,2408759,13967270,10111360
2021,inversion,301565,5201009,30124890,24885783
2021,inversion,301566,19558085,82175686,46038076
2021,inversion,301567,782805,2639926,696751
2021,inversion,301568,395742,1703907,335872
2021,inversion,301569,4249349,8710768,8309030
2021,inversion,301570,2778364,9658258,7063575
2021,inversion,301571,1500037,12075148,5291342
2021,inversion,301572,1760415,7183233,4185838
2021,inversion,301573,39558079,131257825,63501356
2021,inversion,301574,7720981,13961500,12943095
2021,inversion,301575,1059803,15847299,13019241
2021,inversion,301576,4614869,11238503,9352337
2021,inversion,301577,13934741,36631660,28689712
2021,inversion,301578,521651,994592,879325
2021,inversion,301579,2253419,32165567,27520629
2021,inversion,301580,421476,4491569,4079282
2021,inversion,301581,29171100,107169944,63896731
2021,inversion,301582,13333876,23546372,18565731
2021,inversion,301583,5595024,16704453,13703498
2021,inversion,301584,3987402,14944572,2999669
2021,inversion,301585,3478955,13211829,7407330
2021,inversion,301586,3723208,17384487,9660960
2021,inversion,301587,41880735,103164358,38499358
2021,inversion,301588,877517,1267092,1093429
2021,inversion,301589,14683805,30713847,25087902
2021,inversion,301590,1162408,2255820,932109
2021,inversion,301591,4397173,11905776,8679493
2021,inversion,301592,4317915,4793923,4305216
2021,inversion,301593,24714459,49811774,35515826
2021,inversion,301594,2499683,5242616,4006762
2021,inversion,301595,591151,972813,872598
2021,inversion,301596,1660752,2992306,2744811
2021,inversion,301597,3610331,16673702,12265750
2021,inversion,301598,503079,1557068,1514824
2021,inversion,301599,629480,1416466,1404558
2021,inversion,301600,835380,3312384,1787701
2021,inversion,301601,257019,3821694,3807448
2021,inversion,301602,557688,1393768,691407
2021,inversion,301603,362757,3716582,2853240
2021,inversion,301604,778739,2081384,2029892
2021,inversion,301605,717404,1672328,1611344
2021,inversion,301606,115251,1260691,1057152
2021,inversion,301607,1333000,2629684,2365550
2021,inversion,301608,19455614,46864068,31862578
2021,inversion,301609,6389756,9887426,7490365
2021,inversion,301610,3463146,14976474,13700600
2021,inversion,301611,3507046,7513173,6848615
2021,inversion,301612,241402,1277092,988263
2021,inversion,301613,4617712,5888288,5743535
2021,inversion,301614,480418,2262087,1575699
2021,inversion,301615,3052209,5321786,3400530
2021,inversion,301616,2496372,7583260,4919060
2021,inversion,301617,2013562,6190089,4012741
2021,inversion,301618,2440721,8298884,4305453
2021,inversion,301619,968330,1538713,1417491
2021,inversion,301620,2103186,2540537,2270982
2021,inversion,301621,3517799,5071643,2637904
2021,inversion,301622,2543817,4460655,4304020
2021,inversion,301623,4756436,30636035,18461897
2021,inversion,301624,3530344,6746770,4454112
2021,inversion,301625,2576425,7241071,5314264
2021,inversion,301626,1284148,4231354,3612626
2021,inversion,301627,983135,9936547,9225353
2021,inversion,301628,1356536,4125012,3817897
2021,inversion,301629,2280029,4543010,3708588
2021,inversion,301630,1839476,4073750,3311265
2021,inversion,301631,3103271,4590717,4257860
2021,inversion,301632,3340843,7135226,6191429
2021,inversion,301633,12038216,38384663,29152626
2021,inversion,301634,2584008,11920766,5537040
2021,inversion,301635,3041340,7721822,7077645
2021,inversion,301636,3064129,8428953,5793899
2021,inversion,301637,2636439,5218279,4106031
2021,inversion,301638,1356951,5898859,5867425
2021,inversion,301639,3490838,7113480,4572455
2021,inversion,301640,54338191,75727175,27263958
2021,inversion,301641,556964,1127238,1071859
2021,inversion,301642,1319678,3709233,3666853
2021,inversion,301643,1169725,2822650,2312748
2021,inversion,301644,889820,3694087,1604382
2021,inversion,301645,3739556,10172439,9432087
2021,inversion,301646,1090179,7855431,5407000
2021,inversion,301647,787742,1813551,1423188
2021,inversion,301648,487257,2052061,989758
2021,inversion,301649,987962,6267881,6222224
2021,inversion,301650,626375,1616309,603193
2021,inversion,301651,1728740,4907608,2635181
2021,inversion,301652,4268552,5270462,5037307
2021,inversion,301653,3795618,9494382,7773006
2021,inversion,301654,3767428,4786857,4491494
2021,inversion,301655,183422,4202499,3220552
2021,inversion,301656,412778,995633,912633
2021,inversion,301657,429305,3350258,1253848
2021,inversion,301658,1950672,3071603,3002094
2021,inversion,301659,1344995,1991191,1629850
2021,inversion,301660,898228,1502689,1419795
2021,inversion,301661,1223859,10748366,6285177
2021,inversion,301662,2362917,5574977,4362370
2021,inversion,301663,7775749,14482580,11188629
2021,inversion,301664,4163729,6462429,5531659
2021,inversion,301665,521978,1182453,1106521
2021,inversion,301666,6127320,9153979,6190994
2021,inversion,301667,2280102,5099791,3655260
2021,inversion,301668,8785976,20323844,19027752
2021,inversion,301669,814125,2391623,2282883
2021,inversion,301670,6869586,10086974,8275073
2021,inversion,301671,982139,2037662,1727346
2021,inversion,301672,2123115,6693597,5108209
2021,inversion,301673,599864,1448148,837832
2021,inversion,301674,572383,4089148,882226
2021,inversion,301675,2846618,3251349,2720894
2021,inversion,301676,6530516,13855231,11291698
2021,inversion,301677,3918259,9979927,9203055
2021,inversion,301678,595793,1857393,1602752
2021,inversion,301679,1228302,4215521,2530536
2021,inversion,301680,3295745,7634346,5672435
2021,inversion,301681,24497129,52783238,47164465
2021,inversion,301682,2643376,4348096,3929324
2021,inversion,301683,1468721,4429334,2018777
2021,inversion,301684,2910203,8956649,7048918
2021,inversion,301886,4270729,10879335,9526876
2021,inversion,301685,9030311,20345157,19066152
2021,inversion,301686,1302872,2450729,2356213
2021,inversion,301687,908066,3459609,2090389
2021,inversion,301688,665746,8179984,1546990
2021,inversion,301689,3456821,10234462,10080419
2021,inversion,301690,2210978,6562473,4017593
2021,inversion,301691,4009381,5684421,5523987
2021,inversion,301692,541930,4171307,2171517
2021,inversion,301693,991261,4488829,2878759
2021,inversion,301841,13729924,23823557,17196385
2021,inversion,301694,2408042,11596453,6092216
2021,inversion,301695,277451,2016096,825587
2021,inversion,301696,791962,1964135,1586135
2021,inversion,301697,123484,279073,269429
2021,inversion,301698,530450,1865008,1714149
2021,inversion,301699,29777,218388,210874
2021,inversion,301700,341349,815219,696796
2021,inversion,301701,7833502,26920221,22976487
2021,inversion,301702,505031,8720828,3147977
2021,inversion,301703,341703,464288,396558
2021,inversion,301704,7264982,25417727,18110879
2021,inversion,301705,8383037,16472581,15655118
2021,inversion,301706,534226,973476,922514
2021,inversion,301707,2290037,7830203,4718971
2021,inversion,301708,5493633,7679181,6324934
2021,inversion,301709,2035991,6808353,4761368
2021,inversion,301710,10672337,14075436,13343538
2021,inversion,301711,772305,2346439,2119665
2021,inversion,301712,498130,1184326,848154
2021,inversion,301713,1891169,5676659,4992591
2021,inversion,301714,9274822,9636175,9180251
2021,inversion,301715,4730759,8495268,8219799
2021,inversion,301716,245494,1749516,1688351
