Año,Mes,País,Turistas
2012,6,Indonesia,142
2012,6,Irlanda,588
2012,6,Israel,1288
2012,6,Italia,4259
2012,6,Japón,4564
2012,6,Lituania,31
2012,6,Malasia,81
2012,6,Marruecos,25
2012,6,México,3607
2012,6,Nicaragua,110
2012,6,Noruega,559
2012,6,Nueva Zelandia,575
2012,6,Países Bajos,1896
2012,6,Panamá,1075
2012,6,Paraguay,339
2012,6,Polonia,357
2012,6,Portugal,381
2012,6,Puerto Rico,53
2012,6,Reino Unido,4498
2012,6,Republica Checa,299
2012,6,Rep. Dominicana,251
2012,6,Rumania,125
2012,6,Rusia (Fed),439
2012,6,Singapur,85
2012,6,Sudáfrica,277
2012,6,Suecia,903
2012,6,Suiza,1448
2012,6,Tailandia,110
2012,6,Taiwán,212
2012,6,Trinidad y Tobago,31
2012,6,Turquía,79
2012,6,Ucrania,131
2012,6,Uruguay,979
2012,6,Venezuela,4045
2012,6,Vietnam,42
2012,6,Resto del Mundo,620
2013,6,Alemania,3812
2013,6,Argentina,10398
2013,6,Aruba,35
2013,6,Australia,2569
2013,6,Austria,554
2013,6,Bélgica,1111
2013,6,Bielorrusia,50
2013,6,Bolivia,8817
2013,6,Brasil,11751
2013,6,Bulgaria,90
2013,6,Canadá,4682
2013,6,Chile,64893
2013,6,China,980
2013,6,Colombia,11214
2013,6,Corea del Sur,835
2013,6,Costa Rica,630
2013,6,Croacia,38
2013,6,Cuba,276
2013,6,Dinamarca,409
2013,6,Ecuador,15318
2013,6,Estados Unidos,54962
2013,6,Egipto,20
2013,6,El Salvador,434
2013,6,Eslovaquia,39
2013,6,Eslovenia,118
2013,6,España,10227
2013,6,Filipinas,193
2013,6,Finlandia,225
2013,6,Francia,6027
2013,6,Grecia,70
2013,6,Guatemala,259
2013,6,Honduras,227
2013,6,Hong Kong,122
2013,6,Hungría,99
2013,6,India,415
2013,6,Indonesia,82
2013,6,Irlanda,576
2013,6,Israel,1064
2013,6,Italia,4218
2013,6,Japón,5937
2013,6,Lituania,57
2013,6,Malasia,178
2013,6,Marruecos,26
2013,6,México,4729
2013,6,Nicaragua,121
2013,6,Noruega,456
2013,6,Nueva Zelandia,465
2013,6,Países Bajos,2007
2013,6,Panamá,1086
2013,6,Paraguay,343
2013,6,Polonia,489
2013,6,Portugal,335
2013,6,Puerto Rico,74
2013,6,Reino Unido,4842
2013,6,Republica Checa,340
2013,6,Rep. Dominicana,224
2013,6,Rumania,111
2013,6,Rusia (Fed),514
2013,6,Singapur,129
2013,6,Sudáfrica,239
2013,6,Suecia,987
2013,6,Suiza,1665
2013,6,Tailandia,42
2013,6,Taiwán,187
2013,6,Trinidad y Tobago,50
2013,6,Turquía,95
2013,6,Ucrania,119
2013,6,Uruguay,1049
2013,6,Venezuela,12907
2013,6,Vietnam,99
2013,6,Resto del Mundo,770
2014,6,Alemania,3759
2014,6,Argentina,9314
2014,6,Aruba,18
2014,6,Australia,3025
2014,6,Austria,497
2014,6,Bélgica,1191
2014,6,Bielorrusia,32
2014,6,Bolivia,8714
2014,6,Brasil,8845
2014,6,Bulgaria,91
2014,6,Canadá,5033
2014,6,Chile,61215
2014,6,China,1280
2014,6,Colombia,13093
2014,6,Corea del Sur,910
2014,6,Costa Rica,989
2014,6,Croacia,120
2014,6,Cuba,320
2014,6,Dinamarca,381
2014,6,Ecuador,14737
2014,6,Estados Unidos,55261
2014,6,Egipto,17
2014,6,El Salvador,439
2014,6,Eslovaquia,62
2014,6,Eslovenia,66
2014,6,España,11189
2014,6,Filipinas,240
2014,6,Finlandia,202
2014,6,Francia,5693
2014,6,Grecia,93
2014,6,Guatemala,308
2014,6,Honduras,218
2014,6,Hong Kong,135
2014,6,Hungría,125
2014,6,India,447
2014,6,Indonesia,128
2014,6,Irlanda,667
2014,6,Israel,1236
2014,6,Italia,5288
2014,6,Japón,3822
2014,6,Lituania,52
2014,6,Malasia,124
2014,6,Marruecos,32
2014,6,México,5462
2014,6,Nicaragua,120
2014,6,Noruega,543
2014,6,Nueva Zelandia,426
2014,6,Países Bajos,2082
2014,6,Panamá,1469
2014,6,Paraguay,364
2014,6,Polonia,444
2014,6,Portugal,396
2014,6,Puerto Rico,91
2014,6,Reino Unido,5283
2014,6,Republica Checa,304
2014,6,Rep. Dominicana,217
2014,6,Rumania,125
2014,6,Rusia (Fed),520
2014,6,Singapur,155
2014,6,Sudáfrica,191
2014,6,Suecia,929
2014,6,Suiza,1534
2014,6,Tailandia,68
2014,6,Taiwán,257
2014,6,Trinidad y Tobago,34
2014,6,Turquía,88
2014,6,Ucrania,144
2014,6,Uruguay,1083
2014,6,Venezuela,3124
2014,6,Vietnam,80
2014,6,Resto del Mundo,792
2015,6,Alemania,4063
2015,6,Argentina,10571
2015,6,Aruba,11
2015,6,Australia,3226
2015,6,Austria,529
2015,6,Bélgica,1180
2015,6,Bielorrusia,58
2015,6,Bolivia,9404
2015,6,Brasil,11406
2015,6,Bulgaria,158
2015,6,Canadá,4915
2015,6,Chile,73780
2015,6,China,1530
2015,6,Colombia,17346
2015,6,Corea del Sur,1555
2015,6,Costa Rica,1153
2015,6,Croacia,39
2015,6,Cuba,367
2015,6,Dinamarca,409
2015,6,Ecuador,16269
2015,6,Estados Unidos,59071
2015,6,Egipto,37
2015,6,El Salvador,508
2015,6,Eslovaquia,62
2015,6,Eslovenia,69
2015,6,España,11658
2015,6,Filipinas,220
2015,6,Finlandia,142
2015,6,Francia,5990
2015,6,Grecia,85
2015,6,Guatemala,458
2015,6,Honduras,195
2015,6,Hong Kong,152
2015,6,Hungría,118
2015,6,India,525
2015,6,Indonesia,93
2015,6,Irlanda,513
2015,6,Israel,980
2015,6,Italia,5921
2015,6,Japón,3862
2015,6,Lituania,48
2015,6,Malasia,114
2015,6,Marruecos,20
2015,6,México,6258
2015,6,Nicaragua,95
2015,6,Noruega,449
2015,6,Nueva Zelandia,570
2015,6,Países Bajos,1939
2015,6,Panamá,1470
2015,6,Paraguay,604
2015,6,Polonia,421
2015,6,Portugal,384
2015,6,Puerto Rico,119
2015,6,Reino Unido,5131
2015,6,Republica Checa,330
2015,6,Rep. Dominicana,294
2015,6,Rumania,132
2015,6,Rusia (Fed),444
2015,6,Singapur,212
2015,6,Sudáfrica,305
2015,6,Suecia,835
2015,6,Suiza,1470
2015,6,Tailandia,135
2015,6,Taiwán,536
2015,6,Trinidad y Tobago,44
2015,6,Turquía,94
2015,6,Ucrania,136
2015,6,Uruguay,1180
2015,6,Venezuela,2779
2015,6,Vietnam,90
2015,6,Resto del Mundo,660
2016,6,Alemania,4605
2016,6,Argentina,10629
2016,6,Aruba,17
2016,6,Australia,3404
2016,6,Austria,526
2016,6,Bélgica,1406
2016,6,Bielorrusia,57
2016,6,Bolivia,9038
2016,6,Brasil,11778
2016,6,Bulgaria,149
2016,6,Canadá,4856
2016,6,Chile,60845
2016,6,China,1509
2016,6,Colombia,14866
2016,6,Corea del Sur,1137
2016,6,Costa Rica,1394
2016,6,Croacia,92
2016,6,Cuba,390
2016,6,Dinamarca,466
2016,6,Ecuador,16771
2016,6,Estados Unidos,65922
2016,6,Egipto,20
2016,6,El Salvador,535
2016,6,Eslovaquia,146
2016,6,Eslovenia,98
2016,6,España,12400
2016,6,Filipinas,230
2016,6,Finlandia,212
2016,6,Francia,6897
2016,6,Grecia,121
2016,6,Guatemala,578
2016,6,Honduras,283
2016,6,Hong Kong,157
2016,6,Hungría,117
2016,6,India,515
2016,6,Indonesia,144
2016,6,Irlanda,605
2016,6,Israel,1012
2016,6,Italia,7114
2016,6,Japón,3205
2016,6,Lituania,78
2016,6,Malasia,112
2016,6,Marruecos,21
2016,6,México,7402
2016,6,Nicaragua,120
2016,6,Noruega,537
2016,6,Nueva Zelandia,727
2016,6,Países Bajos,2653
2016,6,Panamá,1655
2016,6,Paraguay,599
2016,6,Polonia,603
2016,6,Portugal,458
2016,6,Puerto Rico,99
2016,6,Reino Unido,5991
2016,6,Republica Checa,455
2016,6,Rep. Dominicana,277
2016,6,Rumania,223
2016,6,Rusia (Fed),554
2016,6,Singapur,158
2016,6,Sudáfrica,216
2016,6,Suecia,954
2016,6,Suiza,1563
2016,6,Tailandia,113
2016,6,Taiwán,400
2016,6,Trinidad y Tobago,27
2016,6,Turquía,205
2016,6,Ucrania,199
2016,6,Uruguay,1727
2016,6,Venezuela,3532
2016,6,Vietnam,65
2016,6,Resto del Mundo,810
2017,6,Alemania,5031
2017,6,Argentina,12713
2017,6,Aruba,13
2017,6,Australia,3275
2017,6,Austria,589
2017,6,Bélgica,1320
2017,6,Bielorrusia,124
2017,6,Bolivia,9312
2017,6,Brasil,14946
2017,6,Bulgaria,113
2017,6,Canadá,5840
2017,6,Chile,80147
2017,6,China,2235
2017,6,Colombia,17336
2017,6,Corea del Sur,1665
2017,6,Costa Rica,1121
2017,6,Croacia,74
2017,6,Cuba,397
2017,6,Dinamarca,476
2017,6,Ecuador,18918
2017,6,Estados Unidos,68353
2017,6,Egipto,14
2017,6,El Salvador,433
2017,6,Eslovaquia,77
2017,6,Eslovenia,100
2017,6,España,13088
2017,6,Filipinas,270
2017,6,Finlandia,207
2017,6,Francia,6972
2017,6,Grecia,162
2017,6,Guatemala,411
2017,6,Honduras,216
2017,6,Hong Kong,207
2017,6,Hungría,148
2017,6,India,681
2017,6,Indonesia,268
2017,6,Irlanda,629
2017,6,Israel,1064
2017,6,Italia,7917
2017,6,Japón,3125
2017,6,Lituania,66
2017,6,Malasia,177
2017,6,Marruecos,18
2017,6,México,7631
2017,6,Nicaragua,107
2017,6,Noruega,515
2017,6,Nueva Zelandia,800
2017,6,Países Bajos,2545
2017,6,Panamá,1462
2017,6,Paraguay,689
2017,6,Polonia,662
2017,6,Portugal,600
2017,6,Puerto Rico,102
2017,6,Reino Unido,5782
2017,6,Republica Checa,338
2017,6,Rep. Dominicana,601
2017,6,Rumania,251
2017,6,Rusia (Fed),578
2017,6,Singapur,168
2017,6,Sudáfrica,244
2017,6,Suecia,937
2017,6,Suiza,1673
2017,6,Tailandia,155
2017,6,Taiwán,550
2017,6,Trinidad y Tobago,100
2017,6,Turquía,322
2017,6,Ucrania,185
2017,6,Uruguay,1595
2017,6,Venezuela,8962
2017,6,Vietnam,51
2017,6,Resto del Mundo,735
2018,6,Alemania,4746
2018,6,Argentina,13167
2018,6,Aruba,14
2018,6,Australia,3095
2018,6,Austria,566
2018,6,Bélgica,1183
2018,6,Bielorrusia,35
2018,6,Bolivia,10890
2018,6,Brasil,13739
2018,6,Bulgaria,186
2018,6,Canadá,5807
2018,6,Chile,82529
2018,6,China,2605
2018,6,Colombia,17977
2018,6,Corea del Sur,1759
2018,6,Costa Rica,1269
2018,6,Croacia,74
2018,6,Cuba,801
2018,6,Dinamarca,429
2018,6,Ecuador,16684
2018,6,Estados Unidos,75151
2018,6,Egipto,18
2018,6,El Salvador,439
2018,6,Eslovaquia,108
2018,6,Eslovenia,84
2018,6,España,12137
2018,6,Filipinas,332
2018,6,Finlandia,214
2018,6,Francia,6781
2018,6,Grecia,94
2018,6,Guatemala,465
2018,6,Honduras,231
2018,6,Hong Kong,407
2018,6,Hungría,182
2018,6,India,801
2018,6,Indonesia,509
2018,6,Irlanda,710
2018,6,Israel,1120
2018,6,Italia,6873
2018,6,Japón,2852
2018,6,Lituania,104
2018,6,Malasia,227
2018,6,Marruecos,25
2018,6,México,8010
2018,6,Nicaragua,123
2018,6,Noruega,506
2018,6,Nueva Zelandia,677
2018,6,Países Bajos,2502
2018,6,Panamá,1670
2018,6,Paraguay,833
2018,6,Polonia,652
2018,6,Portugal,539
2018,6,Puerto Rico,88
2018,6,Reino Unido,6188
2018,6,Republica Checa,447
2018,6,Rep. Dominicana,576
2018,6,Rumania,218
2018,6,Rusia (Fed),475
2018,6,Singapur,221
2018,6,Sudáfrica,215
2018,6,Suecia,1033
2018,6,Suiza,1691
2018,6,Tailandia,126
2018,6,Taiwán,788
2018,6,Trinidad y Tobago,40
2018,6,Turquía,326
2018,6,Ucrania,142
2018,6,Uruguay,1555
2018,6,Venezuela,37383
2018,6,Vietnam,146
2018,6,Resto del Mundo,1002
2019,6,Alemania,5429
2019,6,Argentina,13552
2019,6,Aruba,29
2019,6,Australia,3190
2019,6,Austria,621
2019,6,Bélgica,1467
2019,6,Bielorrusia,32
2019,6,Bolivia,15558
2019,6,Brasil,13026
2019,6,Bulgaria,125
2019,6,Canadá,6589
2019,6,Chile,86958
2019,6,China,3036
2019,6,Colombia,20820
2019,6,Corea del Sur,1714
2019,6,Costa Rica,1736
2019,6,Croacia,102
2019,6,Cuba,955
2019,6,Dinamarca,461
2019,6,Ecuador,21031
2019,6,Estados Unidos,77401
2019,6,Egipto,18
2019,6,El Salvador,282
2019,6,Eslovaquia,69
2019,6,Eslovenia,146
2019,6,España,12829
2019,6,Filipinas,414
2019,6,Finlandia,234
2019,6,Francia,7746
2019,6,Grecia,134
2019,6,Guatemala,567
2019,6,Honduras,340
2019,6,Hong Kong,340
2019,6,Hungría,188
2019,6,India,1016
2019,6,Indonesia,690
2019,6,Irlanda,755
2019,6,Israel,984
2019,6,Italia,6809
2019,6,Japón,2483
2019,6,Lituania,61
2019,6,Malasia,188
2019,6,Marruecos,18
2019,6,México,10302
2019,6,Nicaragua,159
2019,6,Noruega,654
2019,6,Nueva Zelandia,609
2019,6,Países Bajos,2666
2019,6,Panamá,1840
2019,6,Paraguay,711
2019,6,Polonia,927
2019,6,Portugal,669
2019,6,Puerto Rico,136
2019,6,Reino Unido,6195
2019,6,Republica Checa,456
2019,6,Rep. Dominicana,642
2019,6,Rumania,182
2019,6,Rusia (Fed),684
2019,6,Singapur,204
2019,6,Sudáfrica,390
2019,6,Suecia,988
2019,6,Suiza,1539
2019,6,Tailandia,185
2019,6,Taiwán,643
2019,6,Trinidad y Tobago,74
2019,6,Turquía,316
2019,6,Ucrania,222
2019,6,Uruguay,1617
2019,6,Venezuela,9348
2019,6,Vietnam,56
2019,6,Resto del Mundo,1049
2020,6,Alemania,0
2020,6,Argentina,0
2020,6,Aruba,0
2020,6,Australia,0
2020,6,Austria,0
2020,6,Bélgica,0
2020,6,Bielorrusia,0
2020,6,Bolivia,0
2020,6,Brasil,0
2020,6,Bulgaria,0
2020,6,Canadá,0
2020,6,Chile,0
2020,6,China,0
2020,6,Colombia,0
2020,6,Corea del Sur,0
2020,6,Costa Rica,0
2020,6,Croacia,0
2020,6,Cuba,0
2020,6,Dinamarca,0
2020,6,Ecuador,0
2020,6,Estados Unidos,0
2020,6,Egipto,0
2020,6,El Salvador,0
2020,6,Eslovaquia,0
2020,6,Eslovenia,0
2020,6,España,0
2020,6,Filipinas,0
2020,6,Finlandia,0
2020,6,Francia,0
2020,6,Grecia,0
2020,6,Guatemala,0
2020,6,Honduras,0
2020,6,Hong Kong,0
2020,6,Hungría,0
2020,6,India,0
2020,6,Indonesia,0
2020,6,Irlanda,0
2020,6,Israel,0
2020,6,Italia,0
2020,6,Japón,0
2020,6,Lituania,0
2020,6,Malasia,0
2020,6,Marruecos,0
2020,6,México,0
2020,6,Nicaragua,0
2020,6,Noruega,0
2020,6,Nueva Zelandia,0
2020,6,Países Bajos,0
2020,6,Panamá,0
2020,6,Paraguay,0
2020,6,Polonia,0
2020,6,Portugal,0
2020,6,Puerto Rico,0
2020,6,Reino Unido,0
2020,6,Republica Checa,0
2020,6,Rep. Dominicana,0
2020,6,Rumania,0
2020,6,Rusia (Fed),0
2020,6,Singapur,0
2020,6,Sudáfrica,0
2020,6,Suecia,0
2020,6,Suiza,0
2020,6,Tailandia,0
2020,6,Taiwán,0
2020,6,Trinidad y Tobago,0
2020,6,Turquía,0
2020,6,Ucrania,0
2020,6,Uruguay,0
2020,6,Venezuela,0
2020,6,Vietnam,0
2020,6,Resto del Mundo,0
2021,6,Alemania,322
2021,6,Argentina,434
2021,6,Aruba,4
2021,6,Australia,17
2021,6,Austria,30
2021,6,Bélgica,136
2021,6,Bielorrusia,2
2021,6,Bolivia,258
2021,6,Brasil,101
2021,6,Bulgaria,32
2021,6,Canadá,276
2021,6,Chile,588
2021,6,China,189
2021,6,Colombia,2777
2021,6,Corea del Sur,24
2021,6,Costa Rica,147
2021,6,Croacia,17
2021,6,Cuba,4
2021,6,Dinamarca,18
2021,6,Ecuador,539
2021,6,Estados Unidos,13517
2021,6,Egipto,5
2021,6,El Salvador,43
2021,6,Eslovaquia,8
2021,6,Eslovenia,14
2021,6,España,1682
2021,6,Filipinas,9
2021,6,Finlandia,4
2021,6,Francia,629
2021,6,Grecia,11
2021,6,Guatemala,157
2021,6,Honduras,55
2021,6,Hong Kong,4
2021,6,Hungría,29
2021,6,India,18
2021,6,Indonesia,5
2021,6,Irlanda,13
2021,6,Israel,180
2021,6,Italia,600
2021,6,Japón,56
2021,6,Lituania,25
2021,6,Malasia,0
2021,6,Marruecos,0
2021,6,México,1843
2021,6,Nicaragua,14
2021,6,Noruega,17
2021,6,Nueva Zelandia,8
2021,6,Países Bajos,127
2021,6,Panamá,106
2021,6,Paraguay,54
2021,6,Polonia,102
2021,6,Portugal,34
2021,6,Puerto Rico,21
2021,6,Reino Unido,112
2021,6,Republica Checa,19
2021,6,Rep. Dominicana,128
2021,6,Rumania,47
2021,6,Rusia (Fed),140
2021,6,Singapur,5
2021,6,Sudáfrica,9
2021,6,Suecia,95
2021,6,Suiza,190
2021,6,Tailandia,7
2021,6,Taiwán,7
2021,6,Trinidad y Tobago,7
2021,6,Turquía,22
2021,6,Ucrania,46
2021,6,Uruguay,72
2021,6,Venezuela,0
2021,6,Vietnam,4
2021,6,Resto del Mundo,133
2022,6,Alemania,3098
2022,6,Argentina,6639
2022,6,Aruba,11
2022,6,Australia,633
2022,6,Austria,307
2022,6,Bélgica,810
2022,6,Bielorrusia,32
2022,6,Bolivia,11283
2022,6,Brasil,8610
2022,6,Bulgaria,131
2022,6,Canadá,3150
2022,6,Chile,36860
2022,6,China,564
2022,6,Colombia,14550
2022,6,Corea del Sur,320
2022,6,Costa Rica,1755
2022,6,Croacia,58
2022,6,Cuba,201
2022,6,Dinamarca,314
2022,6,Ecuador,8002
2022,6,Estados Unidos,55786
2022,6,Egipto,9
2022,6,El Salvador,286
2022,6,Eslovaquia,57
2022,6,Eslovenia,99
2022,6,España,8609
2022,6,Filipinas,370
2022,6,Finlandia,120
2022,6,Francia,4697
2022,6,Grecia,132
2022,6,Guatemala,537
2022,6,Honduras,186
2022,6,Hong Kong,27
2022,6,Hungría,188
2022,6,India,521
2022,6,Indonesia,73
2022,6,Irlanda,400
2022,6,Israel,1366
2022,6,Italia,3888
2022,6,Japón,455
2022,6,Lituania,72
2022,6,Malasia,49
2022,6,Marruecos,11
2022,6,México,7495
2022,6,Nicaragua,68
2022,6,Noruega,285
2022,6,Nueva Zelandia,138
2022,6,Países Bajos,2072
2022,6,Panamá,1311
2022,6,Paraguay,262
2022,6,Polonia,639
2022,6,Portugal,468
2022,6,Puerto Rico,115
2022,6,Reino Unido,3140
2022,6,Republica Checa,318
2022,6,Rep. Dominicana,514
2022,6,Rumania,270
2022,6,Rusia (Fed),257
2022,6,Singapur,67
2022,6,Sudáfrica,63
2022,6,Suecia,610
2022,6,Suiza,918
2022,6,Tailandia,47
2022,6,Taiwán,67
2022,6,Trinidad y Tobago,18
2022,6,Turquía,170
2022,6,Ucrania,138
2022,6,Uruguay,685
2022,6,Venezuela,0
2022,6,Vietnam,19
2022,6,Resto del Mundo,611
2023,6,Alemania,2509
2023,6,Argentina,7933
2023,6,Aruba,8
2023,6,Australia,1315
2023,6,Austria,258
2023,6,Bélgica,608
2023,6,Bielorrusia,28
2023,6,Bolivia,12622
2023,6,Brasil,12119
2023,6,Bulgaria,137
2023,6,Canadá,2828
2023,6,Chile,49147
2023,6,China,1684
2023,6,Colombia,15547
2023,6,Corea del Sur,654
2023,6,Costa Rica,1922
2023,6,Croacia,54
2023,6,Cuba,344
2023,6,Dinamarca,201
2023,6,Ecuador,15608
2023,6,Estados Unidos,52181
2023,6,Egipto,12
2023,6,El Salvador,414
2023,6,Eslovaquia,66
2023,6,Eslovenia,64
2023,6,España,8653
2023,6,Filipinas,290
2023,6,Finlandia,101
2023,6,Francia,4002
2023,6,Grecia,105
2023,6,Guatemala,1281
2023,6,Honduras,453
2023,6,Hong Kong,91
2023,6,Hungría,173
2023,6,India,745
2023,6,Indonesia,101
2023,6,Irlanda,422
2023,6,Israel,903
2023,6,Italia,3485
2023,6,Japón,789
2023,6,Lituania,53
2023,6,Malasia,64
2023,6,Marruecos,13
2023,6,México,6281
2023,6,Nicaragua,171
2023,6,Noruega,312
2023,6,Nueva Zelandia,263
2023,6,Países Bajos,1580
2023,6,Panamá,1445
2023,6,Paraguay,530
2023,6,Polonia,536
2023,6,Portugal,245
2023,6,Puerto Rico,105
2023,6,Reino Unido,2973
2023,6,Republica Checa,232
2023,6,Rep. Dominicana,870
2023,6,Rumania,209
2023,6,Rusia (Fed),457
2023,6,Singapur,90
2023,6,Sudáfrica,102
2023,6,Suecia,531
2023,6,Suiza,829
2023,6,Tailandia,88
2023,6,Taiwán,261
2023,6,Trinidad y Tobago,26
2023,6,Turquía,306
2023,6,Ucrania,183
2023,6,Uruguay,897
2023,6,Venezuela,0
2023,6,Vietnam,34
2023,6,Resto del Mundo,669
2012,7,Alemania,5559
2012,7,Argentina,15334
2012,7,Aruba,58
2012,7,Australia,2603
2012,7,Austria,926
2012,7,Bélgica,2147
2012,7,Bielorrusia,124
2012,7,Bolivia,8513
2012,7,Brasil,14082
2012,7,Bulgaria,63
2012,7,Canadá,5285
2012,7,Chile,78900
2012,7,China,1027
2012,7,Colombia,10982
2012,7,Corea del Sur,1026
2012,7,Costa Rica,844
2012,7,Croacia,42
2012,7,Cuba,398
2012,7,Dinamarca,638
2012,7,Ecuador,16167
2012,7,Estados Unidos,42445
2012,7,Egipto,12
2012,7,El Salvador,456
2012,7,Eslovaquia,62
2012,7,Eslovenia,93
2012,7,España,10430
2012,7,Filipinas,176
2012,7,Finlandia,172
2012,7,Francia,9896
2012,7,Grecia,117
2012,7,Guatemala,259
2012,7,Honduras,203
2012,7,Hong Kong,65
2012,7,Hungría,82
2012,7,India,307
2012,7,Indonesia,146
2012,7,Irlanda,705
2012,7,Israel,1103
2012,7,Italia,4602
2012,7,Japón,3780
2012,7,Lituania,48
2012,7,Malasia,89
2012,7,Marruecos,18
2012,7,México,5309
2012,7,Nicaragua,114
2012,7,Noruega,467
2012,7,Nueva Zelandia,517
2012,7,Países Bajos,3116
2012,7,Panamá,1167
2012,7,Paraguay,294
2012,7,Polonia,459
2012,7,Portugal,335
2012,7,Puerto Rico,67
2012,7,Reino Unido,5105
2012,7,Republica Checa,293
2012,7,Rep. Dominicana,199
2012,7,Rumania,103
2012,7,Rusia (Fed),514
2012,7,Singapur,92
2012,7,Sudáfrica,227
2012,7,Suecia,682
2012,7,Suiza,2381
2012,7,Tailandia,48
2012,7,Taiwán,159
2012,7,Trinidad y Tobago,109
2012,7,Turquía,56
2012,7,Ucrania,108
2012,7,Uruguay,1114
2012,7,Venezuela,4913
2012,7,Vietnam,117
2012,7,Resto del Mundo,739
2013,7,Alemania,5639
2013,7,Argentina,14694
2013,7,Aruba,64
2013,7,Australia,3396
2013,7,Austria,1057
2013,7,Bélgica,2161
2013,7,Bielorrusia,66
2013,7,Bolivia,10690
2013,7,Brasil,13522
2013,7,Bulgaria,55
2013,7,Canadá,5510
2013,7,Chile,88387
2013,7,China,1149
2013,7,Colombia,10675
2013,7,Corea del Sur,1152
2013,7,Costa Rica,799
2013,7,Croacia,52
2013,7,Cuba,334
2013,7,Dinamarca,708
2013,7,Ecuador,16172
2013,7,Estados Unidos,48145
2013,7,Egipto,10
2013,7,El Salvador,383
2013,7,Eslovaquia,76
2013,7,Eslovenia,146
2013,7,España,10782
2013,7,Filipinas,177
2013,7,Finlandia,155
2013,7,Francia,9960
2013,7,Grecia,113
2013,7,Guatemala,265
2013,7,Honduras,189
2013,7,Hong Kong,98
2013,7,Hungría,83
2013,7,India,370
2013,7,Indonesia,135
2013,7,Irlanda,740
2013,7,Israel,1075
2013,7,Italia,4674
2013,7,Japón,4237
2013,7,Lituania,29
2013,7,Malasia,84
2013,7,Marruecos,17
2013,7,México,6160
2013,7,Nicaragua,90
2013,7,Noruega,517
2013,7,Nueva Zelandia,499
2013,7,Países Bajos,3303
2013,7,Panamá,1245
2013,7,Paraguay,363
2013,7,Polonia,542
2013,7,Portugal,425
2013,7,Puerto Rico,79
2013,7,Reino Unido,6316
2013,7,Republica Checa,458
2013,7,Rep. Dominicana,265
2013,7,Rumania,129
2013,7,Rusia (Fed),508
2013,7,Singapur,130
2013,7,Sudáfrica,222
2013,7,Suecia,837
2013,7,Suiza,2587
2013,7,Tailandia,60
2013,7,Taiwán,229
2013,7,Trinidad y Tobago,105
2013,7,Turquía,164
2013,7,Ucrania,82
2013,7,Uruguay,1197
2013,7,Venezuela,16812
2013,7,Vietnam,84
2013,7,Resto del Mundo,676
2014,7,Alemania,6009
2014,7,Argentina,14344
2014,7,Aruba,56
2014,7,Australia,3525
2014,7,Austria,1139
2014,7,Bélgica,2348
2014,7,Bielorrusia,23
2014,7,Bolivia,9122
2014,7,Brasil,12840
2014,7,Bulgaria,82
2014,7,Canadá,5771
2014,7,Chile,91477
2014,7,China,1376
2014,7,Colombia,11518
2014,7,Corea del Sur,1133
2014,7,Costa Rica,873
2014,7,Croacia,59
2014,7,Cuba,313
2014,7,Dinamarca,636
2014,7,Ecuador,16567
2014,7,Estados Unidos,51918
2014,7,Egipto,28
2014,7,El Salvador,406
2014,7,Eslovaquia,71
2014,7,Eslovenia,153
2014,7,España,11789
2014,7,Filipinas,195
2014,7,Finlandia,197
2014,7,Francia,9970
2014,7,Grecia,182
2014,7,Guatemala,312
2014,7,Honduras,187
2014,7,Hong Kong,186
2014,7,Hungría,131
2014,7,India,419
2014,7,Indonesia,248
2014,7,Irlanda,801
2014,7,Israel,1352
2014,7,Italia,5375
2014,7,Japón,3366
2014,7,Lituania,37
2014,7,Malasia,116
2014,7,Marruecos,21
2014,7,México,6561
2014,7,Nicaragua,102
2014,7,Noruega,616
2014,7,Nueva Zelandia,611
2014,7,Países Bajos,3277
2014,7,Panamá,1206
2014,7,Paraguay,483
2014,7,Polonia,538
2014,7,Portugal,558
2014,7,Puerto Rico,88
2014,7,Reino Unido,6714
2014,7,Republica Checa,353
2014,7,Rep. Dominicana,157
2014,7,Rumania,126
2014,7,Rusia (Fed),665
2014,7,Singapur,176
2014,7,Sudáfrica,162
2014,7,Suecia,760
2014,7,Suiza,2743
2014,7,Tailandia,88
2014,7,Taiwán,271
2014,7,Trinidad y Tobago,98
2014,7,Turquía,156
2014,7,Ucrania,148
2014,7,Uruguay,1083
2014,7,Venezuela,3820
2014,7,Vietnam,94
2014,7,Resto del Mundo,829
2015,7,Alemania,6484
2015,7,Argentina,16970
2015,7,Aruba,72
2015,7,Australia,3194
2015,7,Austria,1093
2015,7,Bélgica,2701
2015,7,Bielorrusia,65
2015,7,Bolivia,10305
2015,7,Brasil,17889
2015,7,Bulgaria,48
2015,7,Canadá,5737
2015,7,Chile,99844
2015,7,China,1337
2015,7,Colombia,14130
2015,7,Corea del Sur,1566
2015,7,Costa Rica,1161
2015,7,Croacia,46
2015,7,Cuba,337
2015,7,Dinamarca,819
2015,7,Ecuador,20931
2015,7,Estados Unidos,55388
2015,7,Egipto,34
2015,7,El Salvador,532
2015,7,Eslovaquia,115
2015,7,Eslovenia,138
2015,7,España,12862
2015,7,Filipinas,276
2015,7,Finlandia,176
2015,7,Francia,11090
2015,7,Grecia,91
2015,7,Guatemala,316
2015,7,Honduras,161
2015,7,Hong Kong,153
2015,7,Hungría,156
2015,7,India,491
