Año,Mes,País,Turistas
2013,1,Nicaragua,94
2013,1,Noruega,545
2013,1,Nueva Zelandia,340
2013,1,Países Bajos,2005
2013,1,Panamá,1160
2013,1,Paraguay,427
2013,1,Polonia,479
2013,1,Portugal,409
2013,1,Puerto Rico,37
2013,1,Reino Unido,3476
2013,1,Republica Checa,286
2013,1,Rep. Dominicana,145
2013,1,Rumania,125
2013,1,Rusia (Fed),1039
2013,1,Singapur,73
2013,1,Sudáfrica,197
2013,1,Suecia,1126
2013,1,Suiza,1622
2013,1,Tailandia,71
2013,1,Taiwán,194
2013,1,Trinidad y Tobago,23
2013,1,Turquía,154
2013,1,Ucrania,218
2013,1,Uruguay,917
2013,1,Venezuela,6102
2013,1,Vietnam,43
2013,1,Resto del Mundo,689
2014,1,Alemania,4879
2014,1,Argentina,21285
2014,1,Aruba,10
2014,1,Australia,2957
2014,1,Austria,544
2014,1,Bélgica,850
2014,1,Bielorrusia,15
2014,1,Bolivia,14370
2014,1,Brasil,13275
2014,1,Bulgaria,75
2014,1,Canadá,5173
2014,1,Chile,82039
2014,1,China,933
2014,1,Colombia,13254
2014,1,Corea del Sur,2022
2014,1,Costa Rica,1075
2014,1,Croacia,88
2014,1,Cuba,314
2014,1,Dinamarca,608
2014,1,Ecuador,12706
2014,1,Estados Unidos,33588
2014,1,Egipto,16
2014,1,El Salvador,339
2014,1,Eslovaquia,58
2014,1,Eslovenia,37
2014,1,España,10284
2014,1,Filipinas,184
2014,1,Finlandia,259
2014,1,Francia,4789
2014,1,Grecia,140
2014,1,Guatemala,272
2014,1,Honduras,165
2014,1,Hong Kong,145
2014,1,Hungría,100
2014,1,India,265
2014,1,Indonesia,81
2014,1,Irlanda,377
2014,1,Israel,580
2014,1,Italia,4481
2014,1,Japón,4913
2014,1,Lituania,44
2014,1,Malasia,46
2014,1,Marruecos,12
2014,1,México,4096
2014,1,Nicaragua,102
2014,1,Noruega,441
2014,1,Nueva Zelandia,393
2014,1,Países Bajos,1958
2014,1,Panamá,1259
2014,1,Paraguay,569
2014,1,Polonia,422
2014,1,Portugal,497
2014,1,Puerto Rico,37
2014,1,Reino Unido,3940
2014,1,Republica Checa,200
2014,1,Rep. Dominicana,155
2014,1,Rumania,130
2014,1,Rusia (Fed),985
2014,1,Singapur,65
2014,1,Sudáfrica,130
2014,1,Suecia,1168
2014,1,Suiza,1753
2014,1,Tailandia,54
2014,1,Taiwán,280
2014,1,Trinidad y Tobago,27
2014,1,Turquía,132
2014,1,Ucrania,177
2014,1,Uruguay,948
2014,1,Venezuela,8042
2014,1,Vietnam,26
2014,1,Resto del Mundo,666
2015,1,Alemania,6169
2015,1,Argentina,22653
2015,1,Aruba,10
2015,1,Australia,3446
2015,1,Austria,678
2015,1,Bélgica,740
2015,1,Bielorrusia,63
2015,1,Bolivia,14875
2015,1,Brasil,14802
2015,1,Bulgaria,89
2015,1,Canadá,5678
2015,1,Chile,100814
2015,1,China,1116
2015,1,Colombia,15853
2015,1,Corea del Sur,3476
2015,1,Costa Rica,1252
2015,1,Croacia,73
2015,1,Cuba,273
2015,1,Dinamarca,512
2015,1,Ecuador,15434
2015,1,Estados Unidos,35478
2015,1,Egipto,32
2015,1,El Salvador,415
2015,1,Eslovaquia,61
2015,1,Eslovenia,37
2015,1,España,10447
2015,1,Filipinas,173
2015,1,Finlandia,267
2015,1,Francia,5191
2015,1,Grecia,120
2015,1,Guatemala,276
2015,1,Honduras,200
2015,1,Hong Kong,130
2015,1,Hungría,119
2015,1,India,248
2015,1,Indonesia,88
2015,1,Irlanda,417
2015,1,Israel,697
2015,1,Italia,5104
2015,1,Japón,5590
2015,1,Lituania,76
2015,1,Malasia,78
2015,1,Marruecos,22
2015,1,México,4233
2015,1,Nicaragua,81
2015,1,Noruega,506
2015,1,Nueva Zelandia,452
2015,1,Países Bajos,1982
2015,1,Panamá,1576
2015,1,Paraguay,753
2015,1,Polonia,567
2015,1,Portugal,542
2015,1,Puerto Rico,46
2015,1,Reino Unido,3466
2015,1,Republica Checa,198
2015,1,Rep. Dominicana,214
2015,1,Rumania,159
2015,1,Rusia (Fed),920
2015,1,Singapur,99
2015,1,Sudáfrica,187
2015,1,Suecia,1366
2015,1,Suiza,1900
2015,1,Tailandia,82
2015,1,Taiwán,271
2015,1,Trinidad y Tobago,33
2015,1,Turquía,212
2015,1,Ucrania,203
2015,1,Uruguay,1220
2015,1,Venezuela,2931
2015,1,Vietnam,48
2015,1,Resto del Mundo,706
2016,1,Alemania,5201
2016,1,Argentina,24440
2016,1,Aruba,12
2016,1,Australia,3664
2016,1,Austria,553
2016,1,Bélgica,918
2016,1,Bielorrusia,55
2016,1,Bolivia,14274
2016,1,Brasil,12885
2016,1,Bulgaria,106
2016,1,Canadá,5671
2016,1,Chile,99835
2016,1,China,1602
2016,1,Colombia,15624
2016,1,Corea del Sur,3576
2016,1,Costa Rica,1975
2016,1,Croacia,84
2016,1,Cuba,326
2016,1,Dinamarca,438
2016,1,Ecuador,17631
2016,1,Estados Unidos,38917
2016,1,Egipto,45
2016,1,El Salvador,404
2016,1,Eslovaquia,100
2016,1,Eslovenia,52
2016,1,España,10931
2016,1,Filipinas,187
2016,1,Finlandia,252
2016,1,Francia,5222
2016,1,Grecia,95
2016,1,Guatemala,289
2016,1,Honduras,202
2016,1,Hong Kong,259
2016,1,Hungría,122
2016,1,India,361
2016,1,Indonesia,114
2016,1,Irlanda,422
2016,1,Israel,792
2016,1,Italia,5318
2016,1,Japón,4115
2016,1,Lituania,78
2016,1,Malasia,96
2016,1,Marruecos,21
2016,1,México,4506
2016,1,Nicaragua,120
2016,1,Noruega,459
2016,1,Nueva Zelandia,513
2016,1,Países Bajos,2300
2016,1,Panamá,1480
2016,1,Paraguay,766
2016,1,Polonia,539
2016,1,Portugal,539
2016,1,Puerto Rico,48
2016,1,Reino Unido,4318
2016,1,Republica Checa,328
2016,1,Rep. Dominicana,207
2016,1,Rumania,161
2016,1,Rusia (Fed),1001
2016,1,Singapur,154
2016,1,Sudáfrica,158
2016,1,Suecia,1233
2016,1,Suiza,1825
2016,1,Tailandia,79
2016,1,Taiwán,314
2016,1,Trinidad y Tobago,26
2016,1,Turquía,339
2016,1,Ucrania,224
2016,1,Uruguay,1621
2016,1,Venezuela,3348
2016,1,Vietnam,25
2016,1,Resto del Mundo,817
2017,1,Alemania,6178
2017,1,Argentina,27156
2017,1,Aruba,5
2017,1,Australia,3133
2017,1,Austria,560
2017,1,Bélgica,812
2017,1,Bielorrusia,105
2017,1,Bolivia,17407
2017,1,Brasil,14193
2017,1,Bulgaria,102
2017,1,Canadá,5720
2017,1,Chile,106631
2017,1,China,2215
2017,1,Colombia,19260
2017,1,Corea del Sur,3668
2017,1,Costa Rica,1221
2017,1,Croacia,117
2017,1,Cuba,250
2017,1,Dinamarca,440
2017,1,Ecuador,20473
2017,1,Estados Unidos,36627
2017,1,Egipto,12
2017,1,El Salvador,351
2017,1,Eslovaquia,74
2017,1,Eslovenia,36
2017,1,España,10747
2017,1,Filipinas,299
2017,1,Finlandia,209
2017,1,Francia,5350
2017,1,Grecia,97
2017,1,Guatemala,276
2017,1,Honduras,162
2017,1,Hong Kong,230
2017,1,Hungría,164
2017,1,India,349
2017,1,Indonesia,119
2017,1,Irlanda,407
2017,1,Israel,679
2017,1,Italia,5598
2017,1,Japón,3977
2017,1,Lituania,81
2017,1,Malasia,102
2017,1,Marruecos,19
2017,1,México,5931
2017,1,Nicaragua,85
2017,1,Noruega,436
2017,1,Nueva Zelandia,416
2017,1,Países Bajos,2239
2017,1,Panamá,1587
2017,1,Paraguay,1056
2017,1,Polonia,463
2017,1,Portugal,553
2017,1,Puerto Rico,43
2017,1,Reino Unido,4124
2017,1,Republica Checa,256
2017,1,Rep. Dominicana,342
2017,1,Rumania,162
2017,1,Rusia (Fed),790
2017,1,Singapur,89
2017,1,Sudáfrica,149
2017,1,Suecia,1256
2017,1,Suiza,1804
2017,1,Tailandia,68
2017,1,Taiwán,443
2017,1,Trinidad y Tobago,25
2017,1,Turquía,296
2017,1,Ucrania,234
2017,1,Uruguay,1257
2017,1,Venezuela,7153
2017,1,Vietnam,20
2017,1,Resto del Mundo,754
2018,1,Alemania,5890
2018,1,Argentina,29502
2018,1,Aruba,5
2018,1,Australia,3190
2018,1,Austria,659
2018,1,Bélgica,861
2018,1,Bielorrusia,47
2018,1,Bolivia,18088
2018,1,Brasil,17596
2018,1,Bulgaria,152
2018,1,Canadá,7413
2018,1,Chile,117074
2018,1,China,2787
2018,1,Colombia,19007
2018,1,Corea del Sur,5630
2018,1,Costa Rica,1721
2018,1,Croacia,125
2018,1,Cuba,377
2018,1,Dinamarca,551
2018,1,Ecuador,22531
2018,1,Estados Unidos,41139
2018,1,Egipto,24
2018,1,El Salvador,362
2018,1,Eslovaquia,151
2018,1,Eslovenia,73
2018,1,España,11101
2018,1,Filipinas,209
2018,1,Finlandia,277
2018,1,Francia,5992
2018,1,Grecia,145
2018,1,Guatemala,424
2018,1,Honduras,217
2018,1,Hong Kong,255
2018,1,Hungría,163
2018,1,India,464
2018,1,Indonesia,127
2018,1,Irlanda,458
2018,1,Israel,947
2018,1,Italia,5876
2018,1,Japón,3911
2018,1,Lituania,166
2018,1,Malasia,82
2018,1,Marruecos,28
2018,1,México,6535
2018,1,Nicaragua,106
2018,1,Noruega,533
2018,1,Nueva Zelandia,434
2018,1,Países Bajos,2558
2018,1,Panamá,1906
2018,1,Paraguay,806
2018,1,Polonia,681
2018,1,Portugal,706
2018,1,Puerto Rico,48
2018,1,Reino Unido,4576
2018,1,Republica Checa,491
2018,1,Rep. Dominicana,586
2018,1,Rumania,203
2018,1,Rusia (Fed),965
2018,1,Singapur,98
2018,1,Sudáfrica,208
2018,1,Suecia,1214
2018,1,Suiza,1850
2018,1,Tailandia,82
2018,1,Taiwán,538
2018,1,Trinidad y Tobago,34
2018,1,Turquía,286
2018,1,Ucrania,238
2018,1,Uruguay,1274
2018,1,Venezuela,12803
2018,1,Vietnam,34
2018,1,Resto del Mundo,917
2019,1,Alemania,6513
2019,1,Argentina,24626
2019,1,Aruba,13
2019,1,Australia,3430
2019,1,Austria,669
2019,1,Bélgica,896
2019,1,Bielorrusia,74
2019,1,Bolivia,23447
2019,1,Brasil,15078
2019,1,Bulgaria,98
2019,1,Canadá,7023
2019,1,Chile,123899
2019,1,China,3053
2019,1,Colombia,22766
2019,1,Corea del Sur,4656
2019,1,Costa Rica,2097
2019,1,Croacia,129
2019,1,Cuba,800
2019,1,Dinamarca,454
2019,1,Ecuador,22479
2019,1,Estados Unidos,42416
2019,1,Egipto,26
2019,1,El Salvador,412
2019,1,Eslovaquia,186
2019,1,Eslovenia,79
2019,1,España,11293
2019,1,Filipinas,236
2019,1,Finlandia,227
2019,1,Francia,6497
2019,1,Grecia,156
2019,1,Guatemala,482
2019,1,Honduras,233
2019,1,Hong Kong,321
2019,1,Hungría,163
2019,1,India,498
2019,1,Indonesia,181
2019,1,Irlanda,405
2019,1,Israel,966
2019,1,Italia,5066
2019,1,Japón,3240
2019,1,Lituania,124
2019,1,Malasia,104
2019,1,Marruecos,23
2019,1,México,7252
2019,1,Nicaragua,122
2019,1,Noruega,447
2019,1,Nueva Zelandia,483
2019,1,Países Bajos,2605
2019,1,Panamá,1810
2019,1,Paraguay,790
2019,1,Polonia,792
2019,1,Portugal,768
2019,1,Puerto Rico,73
2019,1,Reino Unido,3682
2019,1,Republica Checa,464
2019,1,Rep. Dominicana,640
2019,1,Rumania,243
2019,1,Rusia (Fed),1060
2019,1,Singapur,102
2019,1,Sudáfrica,248
2019,1,Suecia,1138
2019,1,Suiza,1804
2019,1,Tailandia,65
2019,1,Taiwán,621
2019,1,Trinidad y Tobago,25
2019,1,Turquía,323
2019,1,Ucrania,282
2019,1,Uruguay,1448
2019,1,Venezuela,12623
2019,1,Vietnam,50
2019,1,Resto del Mundo,769
2020,1,Alemania,6791
2020,1,Argentina,21855
2020,1,Aruba,10
2020,1,Australia,3179
2020,1,Austria,641
2020,1,Bélgica,883
2020,1,Bielorrusia,36
2020,1,Bolivia,26855
2020,1,Brasil,15882
2020,1,Bulgaria,109
2020,1,Canadá,7909
2020,1,Chile,119921
2020,1,China,3114
2020,1,Colombia,21202
2020,1,Corea del Sur,4176
2020,1,Costa Rica,2313
2020,1,Croacia,132
2020,1,Cuba,815
2020,1,Dinamarca,541
2020,1,Ecuador,24181
2020,1,Estados Unidos,46260
2020,1,Egipto,24
2020,1,El Salvador,291
2020,1,Eslovaquia,133
2020,1,Eslovenia,54
2020,1,España,11672
2020,1,Filipinas,366
2020,1,Finlandia,208
2020,1,Francia,5852
2020,1,Grecia,130
2020,1,Guatemala,419
2020,1,Honduras,233
2020,1,Hong Kong,347
2020,1,Hungría,191
2020,1,India,578
2020,1,Indonesia,209
2020,1,Irlanda,416
2020,1,Israel,938
2020,1,Italia,4911
2020,1,Japón,3086
2020,1,Lituania,111
2020,1,Malasia,64
2020,1,Marruecos,19
2020,1,México,8929
2020,1,Nicaragua,100
2020,1,Noruega,441
2020,1,Nueva Zelandia,337
2020,1,Países Bajos,2384
2020,1,Panamá,1520
2020,1,Paraguay,1057
2020,1,Polonia,948
2020,1,Portugal,732
2020,1,Puerto Rico,76
2020,1,Reino Unido,3821
2020,1,Republica Checa,419
2020,1,Rep. Dominicana,407
2020,1,Rumania,273
2020,1,Rusia (Fed),1139
2020,1,Singapur,95
2020,1,Sudáfrica,165
2020,1,Suecia,958
2020,1,Suiza,1963
2020,1,Tailandia,101
2020,1,Taiwán,935
2020,1,Trinidad y Tobago,19
2020,1,Turquía,419
2020,1,Ucrania,328
2020,1,Uruguay,1505
2020,1,Venezuela,3591
2020,1,Vietnam,60
2020,1,Resto del Mundo,839
2021,1,Alemania,108
2021,1,Argentina,1128
2021,1,Aruba,5
2021,1,Australia,10
2021,1,Austria,4
2021,1,Bélgica,27
2021,1,Bielorrusia,0
2021,1,Bolivia,116
2021,1,Brasil,528
2021,1,Bulgaria,0
2021,1,Canadá,216
2021,1,Chile,2621
2021,1,China,44
2021,1,Colombia,1132
2021,1,Corea del Sur,14
2021,1,Costa Rica,35
2021,1,Croacia,1
2021,1,Cuba,5
2021,1,Dinamarca,12
2021,1,Ecuador,198
2021,1,Estados Unidos,3968
2021,1,Egipto,5
2021,1,El Salvador,18
2021,1,Eslovaquia,0
2021,1,Eslovenia,0
2021,1,España,233
2021,1,Filipinas,2
2021,1,Finlandia,6
2021,1,Francia,107
2021,1,Grecia,2
2021,1,Guatemala,41
2021,1,Honduras,18
2021,1,Hong Kong,1
2021,1,Hungría,6
2021,1,India,15
2021,1,Indonesia,0
2021,1,Irlanda,2
2021,1,Israel,6
2021,1,Italia,106
2021,1,Japón,25
2021,1,Lituania,0
2021,1,Malasia,1
2021,1,Marruecos,0
2021,1,México,403
2021,1,Nicaragua,1
2021,1,Noruega,4
2021,1,Nueva Zelandia,9
2021,1,Países Bajos,42
2021,1,Panamá,45
2021,1,Paraguay,52
2021,1,Polonia,14
2021,1,Portugal,8
2021,1,Puerto Rico,4
2021,1,Reino Unido,48
2021,1,Republica Checa,7
2021,1,Rep. Dominicana,49
2021,1,Rumania,8
2021,1,Rusia (Fed),57
2021,1,Singapur,0
2021,1,Sudáfrica,6
2021,1,Suecia,14
2021,1,Suiza,42
2021,1,Tailandia,1
2021,1,Taiwán,0
2021,1,Trinidad y Tobago,1
2021,1,Turquía,6
2021,1,Ucrania,19
2021,1,Uruguay,61
2021,1,Venezuela,0
2021,1,Vietnam,0
2021,1,Resto del Mundo,39
2022,1,Alemania,1552
2022,1,Argentina,3533
2022,1,Aruba,3
2022,1,Australia,188
2022,1,Austria,167
2022,1,Bélgica,267
2022,1,Bielorrusia,10
2022,1,Bolivia,535
2022,1,Brasil,2229
2022,1,Bulgaria,41
2022,1,Canadá,1385
2022,1,Chile,8624
2022,1,China,202
2022,1,Colombia,5075
2022,1,Corea del Sur,70
2022,1,Costa Rica,709
2022,1,Croacia,37
2022,1,Cuba,97
2022,1,Dinamarca,147
2022,1,Ecuador,1086
2022,1,Estados Unidos,19497
2022,1,Egipto,16
2022,1,El Salvador,205
2022,1,Eslovaquia,39
2022,1,Eslovenia,19
2022,1,España,4316
2022,1,Filipinas,24
2022,1,Finlandia,50
2022,1,Francia,1675
2022,1,Grecia,39
2022,1,Guatemala,185
2022,1,Honduras,94
2022,1,Hong Kong,6
2022,1,Hungría,64
2022,1,India,74
2022,1,Indonesia,12
2022,1,Irlanda,85
2022,1,Israel,321
2022,1,Italia,1625
2022,1,Japón,140
2022,1,Lituania,41
2022,1,Malasia,14
2022,1,Marruecos,7
2022,1,México,2013
2022,1,Nicaragua,17
2022,1,Noruega,84
2022,1,Nueva Zelandia,30
2022,1,Países Bajos,674
2022,1,Panamá,316
2022,1,Paraguay,262
2022,1,Polonia,228
2022,1,Portugal,177
2022,1,Puerto Rico,17
2022,1,Reino Unido,762
2022,1,Republica Checa,152
2022,1,Rep. Dominicana,258
2022,1,Rumania,114
2022,1,Rusia (Fed),487
2022,1,Singapur,10
2022,1,Sudáfrica,4
2022,1,Suecia,256
2022,1,Suiza,586
2022,1,Tailandia,9
2022,1,Taiwán,32
2022,1,Trinidad y Tobago,4
2022,1,Turquía,79
2022,1,Ucrania,249
2022,1,Uruguay,317
2022,1,Venezuela,0
2022,1,Vietnam,7
2022,1,Resto del Mundo,223
2023,1,Alemania,2476
2023,1,Argentina,9810
2023,1,Aruba,1
2023,1,Australia,941
2023,1,Austria,287
2023,1,Bélgica,381
2023,1,Bielorrusia,15
2023,1,Bolivia,3107
2023,1,Brasil,5584
2023,1,Bulgaria,60
2023,1,Canadá,3438
2023,1,Chile,35800
2023,1,China,516
2023,1,Colombia,9723
2023,1,Corea del Sur,1140
2023,1,Costa Rica,1596
2023,1,Croacia,52
2023,1,Cuba,266
2023,1,Dinamarca,228
2023,1,Ecuador,12668
2023,1,Estados Unidos,26783
2023,1,Egipto,7
2023,1,El Salvador,168
2023,1,Eslovaquia,74
2023,1,Eslovenia,32
2023,1,España,6761
2023,1,Filipinas,299
2023,1,Finlandia,90
2023,1,Francia,2627
2023,1,Grecia,90
2023,1,Guatemala,377
2023,1,Honduras,145
2023,1,Hong Kong,28
2023,1,Hungría,69
2023,1,India,336
2023,1,Indonesia,96
2023,1,Irlanda,207
2023,1,Israel,307
2023,1,Italia,2778
2023,1,Japón,436
2023,1,Lituania,39
2023,1,Malasia,15
2023,1,Marruecos,9
2023,1,México,3492
2023,1,Nicaragua,62
2023,1,Noruega,176
2023,1,Nueva Zelandia,148
2023,1,Países Bajos,1208
2023,1,Panamá,1075
2023,1,Paraguay,461
2023,1,Polonia,350
2023,1,Portugal,276
2023,1,Puerto Rico,15
2023,1,Reino Unido,1692
2023,1,Republica Checa,147
2023,1,Rep. Dominicana,421
2023,1,Rumania,151
2023,1,Rusia (Fed),462
2023,1,Singapur,29
2023,1,Sudáfrica,61
2023,1,Suecia,536
2023,1,Suiza,917
2023,1,Tailandia,17
2023,1,Taiwán,138
2023,1,Trinidad y Tobago,10
2023,1,Turquía,200
2023,1,Ucrania,184
2023,1,Uruguay,550
2023,1,Venezuela,0
2023,1,Vietnam,9
2023,1,Resto del Mundo,409
2013,2,Alemania,5135
2013,2,Argentina,11746
2013,2,Aruba,22
2013,2,Australia,2024
2013,2,Austria,550
2013,2,Bélgica,726
2013,2,Bielorrusia,34
2013,2,Bolivia,6863
2013,2,Brasil,9058
2013,2,Bulgaria,82
2013,2,Canadá,4806
2013,2,Chile,103573
2013,2,China,969
2013,2,Colombia,10088
2013,2,Corea del Sur,1287
2013,2,Costa Rica,509
2013,2,Croacia,83
2013,2,Cuba,294
2013,2,Dinamarca,451
2013,2,Ecuador,18524
2013,2,Estados Unidos,34467
2013,2,Egipto,6
2013,2,El Salvador,334
2013,2,Eslovaquia,77
2013,2,Eslovenia,68
2013,2,España,8537
2013,2,Filipinas,297
2013,2,Finlandia,217
2013,2,Francia,4737
2013,2,Grecia,94
2013,2,Guatemala,219
2013,2,Honduras,140
2013,2,Hong Kong,307
2013,2,Hungría,103
2013,2,India,251
2013,2,Indonesia,218
2013,2,Irlanda,253
2013,2,Israel,700
2013,2,Italia,3355
2013,2,Japón,6980
2013,2,Lituania,94
2013,2,Malasia,76
2013,2,Marruecos,16
2013,2,México,3463
2013,2,Nicaragua,83
2013,2,Noruega,501
2013,2,Nueva Zelandia,210
2013,2,Países Bajos,1465
2013,2,Panamá,1034
2013,2,Paraguay,371
2013,2,Polonia,501
2013,2,Portugal,335
2013,2,Puerto Rico,40
2013,2,Reino Unido,3128
2013,2,Republica Checa,243
2013,2,Rep. Dominicana,160
2013,2,Rumania,125
2013,2,Rusia (Fed),621
2013,2,Singapur,51
2013,2,Sudáfrica,151
2013,2,Suecia,995
2013,2,Suiza,1706
2013,2,Tailandia,257
2013,2,Taiwán,418
2013,2,Trinidad y Tobago,13
2013,2,Turquía,123
2013,2,Ucrania,173
2013,2,Uruguay,698
2013,2,Venezuela,7297
2013,2,Vietnam,46
2013,2,Resto del Mundo,566
2014,2,Alemania,6073
2014,2,Argentina,12129
2014,2,Aruba,8
2014,2,Australia,2030
2014,2,Austria,552
2014,2,Bélgica,787
2014,2,Bielorrusia,26
2014,2,Bolivia,9934
2014,2,Brasil,8548
2014,2,Bulgaria,88
2014,2,Canadá,5492
2014,2,Chile,105661
2014,2,China,1111
2014,2,Colombia,10155
2014,2,Corea del Sur,1704
2014,2,Costa Rica,661
2014,2,Croacia,46
2014,2,Cuba,294
2014,2,Dinamarca,561
2014,2,Ecuador,12767
2014,2,Estados Unidos,35929
2014,2,Egipto,19
2014,2,El Salvador,317
2014,2,Eslovaquia,59
2014,2,Eslovenia,61
2014,2,España,9855
2014,2,Filipinas,231
2014,2,Finlandia,255
2014,2,Francia,4903
2014,2,Grecia,117
2014,2,Guatemala,207
2014,2,Honduras,120
2014,2,Hong Kong,243
2014,2,Hungría,68
2014,2,India,278
2014,2,Indonesia,85
2014,2,Irlanda,287
2014,2,Israel,1107
2014,2,Italia,3911
2014,2,Japón,7629
2014,2,Lituania,67
2014,2,Malasia,84
2014,2,Marruecos,10
2014,2,México,3638
2014,2,Nicaragua,74
2014,2,Noruega,598
2014,2,Nueva Zelandia,204
2014,2,Países Bajos,1685
2014,2,Panamá,1181
2014,2,Paraguay,353
2014,2,Polonia,482
2014,2,Portugal,334
2014,2,Puerto Rico,43
2014,2,Reino Unido,3266
2014,2,Republica Checa,155
2014,2,Rep. Dominicana,152
2014,2,Rumania,104
2014,2,Rusia (Fed),776
2014,2,Singapur,57
2014,2,Sudáfrica,134
2014,2,Suecia,1066
2014,2,Suiza,1858
2014,2,Tailandia,86
2014,2,Taiwán,318
2014,2,Trinidad y Tobago,24
2014,2,Turquía,135
2014,2,Ucrania,176
2014,2,Uruguay,686
2014,2,Venezuela,5382
2014,2,Vietnam,106
2014,2,Resto del Mundo,576
2015,2,Alemania,5879
2015,2,Argentina,13138
2015,2,Aruba,7
2015,2,Australia,2108
2015,2,Austria,619
2015,2,Bélgica,721
2015,2,Bielorrusia,65
2015,2,Bolivia,10241
2015,2,Brasil,9973
2015,2,Bulgaria,104
2015,2,Canadá,5289
2015,2,Chile,119657
2015,2,China,1132
2015,2,Colombia,10813
2015,2,Corea del Sur,2249
2015,2,Costa Rica,1465
2015,2,Croacia,68
2015,2,Cuba,292
2015,2,Dinamarca,503
2015,2,Ecuador,20030
2015,2,Estados Unidos,35522
2015,2,Egipto,29
2015,2,El Salvador,358
2015,2,Eslovaquia,99
2015,2,Eslovenia,48
2015,2,España,10757
2015,2,Filipinas,240
2015,2,Finlandia,236
2015,2,Francia,5612
2015,2,Grecia,85
2015,2,Guatemala,248
2015,2,Honduras,166
2015,2,Hong Kong,548
2015,2,Hungría,76
2015,2,India,267
2015,2,Indonesia,73
2015,2,Irlanda,296
2015,2,Israel,1173
2015,2,Italia,4351
2015,2,Japón,7729
2015,2,Lituania,49
2015,2,Malasia,51
2015,2,Marruecos,18
2015,2,México,3991
2015,2,Nicaragua,102
2015,2,Noruega,467
2015,2,Nueva Zelandia,265
2015,2,Países Bajos,1653
2015,2,Panamá,1297
2015,2,Paraguay,542
2015,2,Polonia,747
2015,2,Portugal,379
2015,2,Puerto Rico,50
2015,2,Reino Unido,3792
2015,2,Republica Checa,243
2015,2,Rep. Dominicana,189
2015,2,Rumania,132
2015,2,Rusia (Fed),593
2015,2,Singapur,67
2015,2,Sudáfrica,114
2015,2,Suecia,961
2015,2,Suiza,1837
2015,2,Tailandia,81
2015,2,Taiwán,474
2015,2,Trinidad y Tobago,19
2015,2,Turquía,157
2015,2,Ucrania,166
2015,2,Uruguay,834
2015,2,Venezuela,2876
2015,2,Vietnam,51
2015,2,Resto del Mundo,663
2016,2,Alemania,6144
2016,2,Argentina,13340
2016,2,Aruba,5
2016,2,Australia,2374
2016,2,Austria,539
2016,2,Bélgica,814
2016,2,Bielorrusia,103
2016,2,Bolivia,10362
2016,2,Brasil,8918
2016,2,Bulgaria,62
2016,2,Canadá,5862
2016,2,Chile,128157
2016,2,China,2076
2016,2,Colombia,13864
2016,2,Corea del Sur,2832
2016,2,Costa Rica,2773
2016,2,Croacia,76
2016,2,Cuba,360
2016,2,Dinamarca,513
2016,2,Ecuador,23858
2016,2,Estados Unidos,40433
2016,2,Egipto,18
2016,2,El Salvador,368
2016,2,Eslovaquia,110
2016,2,Eslovenia,58
2016,2,España,10590
2016,2,Filipinas,348
2016,2,Finlandia,285
2016,2,Francia,5996
2016,2,Grecia,147
2016,2,Guatemala,432
2016,2,Honduras,186
2016,2,Hong Kong,693
2016,2,Hungría,128
2016,2,India,355
2016,2,Indonesia,162
2016,2,Irlanda,359
2016,2,Israel,1451
2016,2,Italia,4480
2016,2,Japón,7606
2016,2,Lituania,76
2016,2,Malasia,156
2016,2,Marruecos,23
2016,2,México,4208
2016,2,Nicaragua,104
2016,2,Noruega,559
2016,2,Nueva Zelandia,343
2016,2,Países Bajos,2015
2016,2,Panamá,1587
2016,2,Paraguay,594
2016,2,Polonia,583
2016,2,Portugal,478
2016,2,Puerto Rico,38
2016,2,Reino Unido,4475
2016,2,Republica Checa,234
2016,2,Rep. Dominicana,232
2016,2,Rumania,193
2016,2,Rusia (Fed),675
2016,2,Singapur,139
2016,2,Sudáfrica,128
2016,2,Suecia,964
2016,2,Suiza,1869
2016,2,Tailandia,164
2016,2,Taiwán,827
2016,2,Trinidad y Tobago,35
2016,2,Turquía,450
2016,2,Ucrania,247
2016,2,Uruguay,1226
2016,2,Venezuela,3283
2016,2,Vietnam,93
2016,2,Resto del Mundo,1130
2017,2,Alemania,5748
2017,2,Argentina,16279
2017,2,Aruba,13
2017,2,Australia,2189
2017,2,Austria,554
2017,2,Bélgica,802
2017,2,Bielorrusia,94
